threshold,accuracy,precision,recall,f1,mcc,roc_auc,pr_auc,tn,fp,fn,tp,alert_rate,false_alerts_per_10k,missed_frauds_per_10k,expected_cost,expected_cost_per_10k,dataset,model,model_display,fn_cost,fp_cost
0.75,0.9990131463010609,0.6788990825688074,0.7789473684210526,0.7254901960784313,0.7267177078802466,0.9668360014084388,0.682696483631589,56616,35,21,74,0.0019208402354350968,6.167835618369577,3.7007013710217462,2135.0,376.23797272054424,D1_Kaggle_CC,BRF,Balanced RF,100,1
0.75,0.9990131463010609,0.6788990825688074,0.7789473684210526,0.7254901960784313,0.7267177078802466,0.9668360014084388,0.682696483631589,56616,35,21,74,0.0019208402354350968,6.167835618369577,3.7007013710217462,10535.0,1856.5185211292426,D1_Kaggle_CC,BRF,Balanced RF,500,1
0.65,0.9988721672012124,0.6422018348623854,0.7368421052631579,0.6862745098039216,0.6873385628679796,0.9661363342868478,0.6497036010852197,56612,39,25,70,0.0019208402354350968,6.872731117611814,4.405596870263984,289.0,50.92869982025165,D1_Kaggle_CC,EasyEnsemble,EasyEnsemble,10,1
0.62,0.9979205582772354,0.4350282485875706,0.8105263157894737,0.5661764705882353,0.592938943101741,0.9661363342868478,0.6497036010852197,56551,100,18,77,0.0031191625841469,17.622387481055934,3.172029746590068,1000.0,176.22387481055935,D1_Kaggle_CC,EasyEnsemble,EasyEnsemble,50,1
0.62,0.9979205582772354,0.4350282485875706,0.8105263157894737,0.5661764705882353,0.592938943101741,0.9661363342868478,0.6497036010852197,56551,100,18,77,0.0031191625841469,17.622387481055934,3.172029746590068,1900.0,334.82536214006274,D1_Kaggle_CC,EasyEnsemble,EasyEnsemble,100,1
0.62,0.9979205582772354,0.4350282485875706,0.8105263157894737,0.5661764705882353,0.592938943101741,0.9661363342868478,0.6497036010852197,56551,100,18,77,0.0031191625841469,17.622387481055934,3.172029746590068,9100.0,1603.6372607760898,D1_Kaggle_CC,EasyEnsemble,EasyEnsemble,500,1
0.05,0.9993832164381631,0.8260869565217391,0.8,0.8128342245989305,0.8126303292913175,0.9642535227231555,0.8187552826807278,56635,16,19,76,0.0016212596482571458,2.8195819969689495,3.3482536214006275,206.0,36.30211821097522,D1_Kaggle_CC,XGB,XGBoost,10,1
0.05,0.9993832164381631,0.8260869565217391,0.8,0.8128342245989305,0.8126303292913175,0.9642535227231555,0.8187552826807278,56635,16,19,76,0.0016212596482571458,2.8195819969689495,3.3482536214006275,966.0,170.23226306700033,D1_Kaggle_CC,XGB,XGBoost,50,1
0.05,0.9993832164381631,0.8260869565217391,0.8,0.8128342245989305,0.8126303292913175,0.9642535227231555,0.8187552826807278,56635,16,19,76,0.0016212596482571458,2.8195819969689495,3.3482536214006275,1916.0,337.6449441370317,D1_Kaggle_CC,XGB,XGBoost,100,1
0.05,0.9993832164381631,0.8260869565217391,0.8,0.8128342245989305,0.8126303292913175,0.9642535227231555,0.8187552826807278,56635,16,19,76,0.0016212596482571458,2.8195819969689495,3.3482536214006275,9516.0,1676.9463926972828,D1_Kaggle_CC,XGB,XGBoost,500,1
0.16,0.9993303492757198,0.8,0.8,0.8,0.7996646131577554,0.9667669730361985,0.808371403807528,56632,19,19,76,0.0016741268107003137,3.3482536214006275,3.3482536214006275,209.0,36.830789835406904,D1_Kaggle_CC,XGB_spw,XGBoost scale_pos_weight,10,1
0.06,0.9989955239135798,0.6637931034482759,0.8105263157894737,0.7298578199052133,0.7330125491561663,0.9667669730361985,0.808371403807528,56612,39,18,77,0.0020441969478024883,6.872731117611814,3.172029746590068,939.0,165.47421844711522,D1_Kaggle_CC,XGB_spw,XGBoost scale_pos_weight,50,1
0.06,0.9989955239135798,0.6637931034482759,0.8105263157894737,0.7298578199052133,0.7330125491561663,0.9667669730361985,0.808371403807528,56612,39,18,77,0.0020441969478024883,6.872731117611814,3.172029746590068,1839.0,324.0757057766186,D1_Kaggle_CC,XGB_spw,XGBoost scale_pos_weight,100,1
0.06,0.9989955239135798,0.6637931034482759,0.8105263157894737,0.7298578199052133,0.7330125491561663,0.9667669730361985,0.808371403807528,56612,39,18,77,0.0020441969478024883,6.872731117611814,3.172029746590068,9039.0,1592.8876044126457,D1_Kaggle_CC,XGB_spw,XGBoost scale_pos_weight,500,1
0.74,0.9992069925633524,0.7450980392156863,0.8,0.7715736040609137,0.7716659119278847,0.9682508507770106,0.8014188118232862,56625,26,19,76,0.0017974835230677051,4.581820745074543,3.3482536214006275,216.0,38.06435695908082,D1_Kaggle_CC,XGB_SMOTE,XGBoost + SMOTE,10,1
0.74,0.9992069925633524,0.7450980392156863,0.8,0.7715736040609137,0.7716659119278847,0.9682508507770106,0.8014188118232862,56625,26,19,76,0.0017974835230677051,4.581820745074543,3.3482536214006275,976.0,171.9945018151059,D1_Kaggle_CC,XGB_SMOTE,XGBoost + SMOTE,50,1
0.74,0.9992069925633524,0.7450980392156863,0.8,0.7715736040609137,0.7716659119278847,0.9682508507770106,0.8014188118232862,56625,26,19,76,0.0017974835230677051,4.581820745074543,3.3482536214006275,1926.0,339.4071828851373,D1_Kaggle_CC,XGB_SMOTE,XGBoost + SMOTE,100,1
0.1,0.9943784583935431,0.20833333333333334,0.8421052631578947,0.33402922755741127,0.41725046833451723,0.9682508507770106,0.8014188118232862,56347,304,15,80,0.006766996792725478,53.57205794241004,2.64335812215839,7804.0,1375.2511190216053,D1_Kaggle_CC,XGB_SMOTE,XGBoost + SMOTE,500,1
0.86,0.9992774821132767,0.7872340425531915,0.7789473684210526,0.783068783068783,0.7827179243079362,0.9631104203112503,0.787555005652682,56631,20,21,74,0.0016565044232192576,3.524477496211187,3.7007013710217462,230.0,40.53149120642865,D1_Kaggle_CC,XGB_ADASYN,XGBoost + ADASYN,10,1
0.86,0.9992774821132767,0.7872340425531915,0.7789473684210526,0.783068783068783,0.7827179243079362,0.9631104203112503,0.787555005652682,56631,20,21,74,0.0016565044232192576,3.524477496211187,3.7007013710217462,1070.0,188.55954604729848,D1_Kaggle_CC,XGB_ADASYN,XGBoost + ADASYN,50,1
0.33,0.9973742642653227,0.37264150943396224,0.8315789473684211,0.5146579804560261,0.555671931473759,0.9631104203112503,0.787555005652682,56518,133,16,79,0.003735946145983858,23.437775349804394,2.8195819969689495,1733.0,305.39597504669933,D1_Kaggle_CC,XGB_ADASYN,XGBoost + ADASYN,100,1
0.12,0.9938321643816305,0.1927710843373494,0.8421052631578947,0.3137254901960784,0.4012118497672377,0.9631104203112503,0.787555005652682,56316,335,15,80,0.007313290804638212,59.03499806153738,2.64335812215839,7835.0,1380.7140591407324,D1_Kaggle_CC,XGB_ADASYN,XGBoost + ADASYN,500,1
0.02,0.9994537059880872,0.872093023255814,0.7894736842105263,0.8287292817679558,0.8294857169147337,0.9667233077132471,0.8197137102461289,56640,11,20,75,0.0015155253233708104,1.9384626229161528,3.524477496211187,211.0,37.183237585028024,D1_Kaggle_CC,LightGBM,LightGBM balanced,10,1
0.02,0.9994537059880872,0.872093023255814,0.7894736842105263,0.8287292817679558,0.8294857169147337,0.9667233077132471,0.8197137102461289,56640,11,20,75,0.0015155253233708104,1.9384626229161528,3.524477496211187,1011.0,178.16233743347547,D1_Kaggle_CC,LightGBM,LightGBM balanced,50,1
0.02,0.9994537059880872,0.872093023255814,0.7894736842105263,0.8287292817679558,0.8294857169147337,0.9667233077132471,0.8197137102461289,56640,11,20,75,0.0015155253233708104,1.9384626229161528,3.524477496211187,2011.0,354.3862122440349,D1_Kaggle_CC,LightGBM,LightGBM balanced,100,1
0.02,0.9994537059880872,0.872093023255814,0.7894736842105263,0.8287292817679558,0.8294857169147337,0.9667233077132471,0.8197137102461289,56640,11,20,75,0.0015155253233708104,1.9384626229161528,3.524477496211187,10011.0,1764.1772107285094,D1_Kaggle_CC,LightGBM,LightGBM balanced,500,1
0.75,0.9995418179254926,0.9156626506024096,0.8,0.8539325842696629,0.855656921151179,0.9672069708436419,0.8063767432373146,56644,7,19,76,0.0014626581609276424,1.2335671236739154,3.3482536214006275,197.0,34.71610333768019,D1_Kaggle_CC,CatBoost,CatBoost balanced,10,1
0.75,0.9995418179254926,0.9156626506024096,0.8,0.8539325842696629,0.855656921151179,0.9672069708436419,0.8063767432373146,56644,7,19,76,0.0014626581609276424,1.2335671236739154,3.3482536214006275,957.0,168.64624819370528,D1_Kaggle_CC,CatBoost,CatBoost balanced,50,1
0.12,0.9982730060268565,0.49044585987261147,0.8105263157894737,0.6111111111111112,0.6297375046688866,0.9672069708436419,0.8063767432373146,56571,80,18,77,0.0027667148345257814,14.097909984844748,3.172029746590068,1880.0,331.3008846438516,D1_Kaggle_CC,CatBoost,CatBoost balanced,100,1
0.01,0.9815669826948155,0.07277628032345014,0.8526315789473684,0.13410596026490065,0.24599923570076088,0.9672069708436419,0.8063767432373146,55619,1032,14,81,0.019613717266415254,181.86303880449725,2.467134247347831,8032.0,1415.4301624784127,D1_Kaggle_CC,CatBoost,CatBoost balanced,500,1
0.2,0.9989602791386177,0.6578947368421053,0.7894736842105263,0.7177033492822966,0.7201799114870487,0.964942505776365,0.8162517594948565,56612,39,20,75,0.0020089521728403766,6.872731117611814,3.524477496211187,239.0,42.11750607972368,D1_Kaggle_CC,MLP_Focal,MLP + Focal Loss,10,1
0.2,0.9989602791386177,0.6578947368421053,0.7894736842105263,0.7177033492822966,0.7201799114870487,0.964942505776365,0.8162517594948565,56612,39,20,75,0.0020089521728403766,6.872731117611814,3.524477496211187,1039.0,183.09660592817113,D1_Kaggle_CC,MLP_Focal,MLP + Focal Loss,50,1
0.2,0.9989602791386177,0.6578947368421053,0.7894736842105263,0.7177033492822966,0.7201799114870487,0.964942505776365,0.8162517594948565,56612,39,20,75,0.0020089521728403766,6.872731117611814,3.524477496211187,2039.0,359.32048073873045,D1_Kaggle_CC,MLP_Focal,MLP + Focal Loss,100,1
0.2,0.9989602791386177,0.6578947368421053,0.7894736842105263,0.7177033492822966,0.7201799114870487,0.964942505776365,0.8162517594948565,56612,39,20,75,0.0020089521728403766,6.872731117611814,3.524477496211187,10039.0,1769.1114792232052,D1_Kaggle_CC,MLP_Focal,MLP + Focal Loss,500,1
0.53,0.9989250343636555,0.646551724137931,0.7894736842105263,0.7109004739336493,0.7139251225075234,0.9480172691707026,0.7834272324238094,56610,41,20,75,0.0020441969478024883,7.225178867232933,3.524477496211187,241.0,42.4699538293448,D1_Kaggle_CC,MLP_Focal_SMOTE,MLP + Focal + SMOTE,10,1
0.53,0.9989250343636555,0.646551724137931,0.7894736842105263,0.7109004739336493,0.7139251225075234,0.9480172691707026,0.7834272324238094,56610,41,20,75,0.0020441969478024883,7.225178867232933,3.524477496211187,1041.0,183.44905367779225,D1_Kaggle_CC,MLP_Focal_SMOTE,MLP + Focal + SMOTE,50,1
0.53,0.9989250343636555,0.646551724137931,0.7894736842105263,0.7109004739336493,0.7139251225075234,0.9480172691707026,0.7834272324238094,56610,41,20,75,0.0020441969478024883,7.225178867232933,3.524477496211187,2041.0,359.6729284883516,D1_Kaggle_CC,MLP_Focal_SMOTE,MLP + Focal + SMOTE,100,1
0.53,0.9989250343636555,0.646551724137931,0.7894736842105263,0.7109004739336493,0.7139251225075234,0.9480172691707026,0.7834272324238094,56610,41,20,75,0.0020441969478024883,7.225178867232933,3.524477496211187,10041.0,1769.4639269728264,D1_Kaggle_CC,MLP_Focal_SMOTE,MLP + Focal + SMOTE,500,1
0.89,0.9833166666666666,0.21850393700787402,0.5174825174825175,0.30726643598615916,0.32922684840466804,0.8903021404909909,0.1708061723932961,58777,794,207,222,0.016933333333333335,132.33333333333334,34.5,2864.0,477.33333333333337,D2_Online_Fraud,LR_balanced,LogReg balanced,10,1
0.74,0.9554833333333334,0.1024822695035461,0.6736596736596736,0.17790089258233302,0.25127400951750095,0.8903021404909909,0.1708061723932961,57040,2531,140,289,0.047,421.83333333333337,23.333333333333336,9531.0,1588.5,D2_Online_Fraud,LR_balanced,LogReg balanced,50,1
0.59,0.9095166666666666,0.056894718185040764,0.7482517482517482,0.10574864108054687,0.19021157432669375,0.8903021404909909,0.1708061723932961,54250,5321,108,321,0.09403333333333333,886.8333333333334,18.0,16121.0,2686.8333333333335,D2_Online_Fraud,LR_balanced,LogReg balanced,100,1
0.05,0.47878333333333334,0.01276380639454063,0.9417249417249417,0.025186247311492785,0.07040474930231469,0.8903021404909909,0.1708061723932961,28323,31248,25,404,0.5275333333333333,5208.0,4.166666666666667,43748.0,7291.333333333333,D2_Online_Fraud,LR_balanced,LogReg balanced,500,1
0.08,0.9945,0.5772230889235569,0.8624708624708625,0.6915887850467289,0.703107006699771,0.9915170665283976,0.8599980119327586,59300,271,59,370,0.010683333333333333,45.16666666666667,9.833333333333332,861.0,143.5,D2_Online_Fraud,RF,Random Forest,10,1
0.06,0.9919333333333333,0.46682750301568154,0.9020979020979021,0.615262321144674,0.6457749870195534,0.9915170665283976,0.8599980119327586,59129,442,42,387,0.013816666666666666,73.66666666666666,7.0,2542.0,423.66666666666663,D2_Online_Fraud,RF,Random Forest,50,1
0.02,0.9594666666666667,0.14698625308424393,0.972027972027972,0.25535823637477034,0.3697405635856319,0.9915170665283976,0.8599980119327586,57151,2420,12,417,0.04728333333333333,403.3333333333333,2.0,3620.0,603.3333333333334,D2_Online_Fraud,RF,Random Forest,100,1
0.02,0.9594666666666667,0.14698625308424393,0.972027972027972,0.25535823637477034,0.3697405635856319,0.9915170665283976,0.8599980119327586,57151,2420,12,417,0.04728333333333333,403.3333333333333,2.0,8420.0,1403.3333333333335,D2_Online_Fraud,RF,Random Forest,500,1
0.61,0.9925166666666667,0.4865229110512129,0.8414918414918415,0.6165670367207515,0.6366593267032523,0.9894631033020518,0.8056466551834334,59190,381,68,361,0.012366666666666666,63.5,11.333333333333334,1061.0,176.83333333333331,D2_Online_Fraud,BRF,Balanced RF,10,1
0.5,0.9829833333333333,0.28488372093023256,0.9137529137529138,0.4343490304709141,0.5050161477628996,0.9894631033020518,0.8056466551834334,58587,984,37,392,0.022933333333333333,164.0,6.166666666666666,2834.0,472.33333333333337,D2_Online_Fraud,BRF,Balanced RF,50,1
0.42,0.9675,0.17346500644053242,0.9417249417249417,0.29296591733139954,0.39668209593610865,0.9894631033020518,0.8056466551834334,57646,1925,25,404,0.038816666666666666,320.8333333333333,4.166666666666667,4425.0,737.5,D2_Online_Fraud,BRF,Balanced RF,100,1
0.37,0.9513833333333334,0.12394195888754535,0.9557109557109557,0.2194273481402194,0.3348420274732231,0.9894631033020518,0.8056466551834334,56673,2898,19,410,0.05513333333333333,483.0,3.1666666666666665,12398.0,2066.3333333333335,D2_Online_Fraud,BRF,Balanced RF,500,1
0.6,0.9915333333333334,0.43950995405819293,0.668997668997669,0.5304990757855823,0.5382794829751365,0.9801355331646917,0.5542207314280599,59205,366,142,287,0.010883333333333333,61.00000000000001,23.666666666666668,1786.0,297.6666666666667,D2_Online_Fraud,EasyEnsemble,EasyEnsemble,10,1
0.51,0.951,0.11873671424233222,0.9114219114219114,0.21010209564750135,0.31915024188659896,0.9801355331646917,0.5542207314280599,56669,2902,38,391,0.05488333333333333,483.6666666666667,6.333333333333333,4802.0,800.3333333333333,D2_Online_Fraud,EasyEnsemble,EasyEnsemble,50,1
0.48,0.928,0.08562300319488818,0.9370629370629371,0.15690866510538642,0.27136949881236017,0.9801355331646917,0.5542207314280599,55278,4293,27,402,0.07825,715.5,4.5,6993.0,1165.5,D2_Online_Fraud,EasyEnsemble,EasyEnsemble,100,1
0.47,0.9076333333333333,0.06852320675105485,0.9463869463869464,0.1277935158954989,0.24111814181779032,0.9801355331646917,0.5542207314280599,54052,5519,23,406,0.09875,919.8333333333334,3.8333333333333335,17019.0,2836.5,D2_Online_Fraud,EasyEnsemble,EasyEnsemble,500,1
0.14,0.9968166666666667,0.732421875,0.8741258741258742,0.7970244420828906,0.7985944578969101,0.9979783188727138,0.9110798843713126,59434,137,54,375,0.008533333333333334,22.833333333333336,9.0,677.0,112.83333333333333,D2_Online_Fraud,XGB,XGBoost,10,1
0.03,0.9913333333333333,0.44938820912124583,0.9417249417249417,0.608433734939759,0.6473570065979041,0.9979783188727138,0.9110798843713126,59076,495,25,404,0.014983333333333333,82.5,4.166666666666667,1745.0,290.8333333333333,D2_Online_Fraud,XGB,XGBoost,50,1
0.03,0.9913333333333333,0.44938820912124583,0.9417249417249417,0.608433734939759,0.6473570065979041,0.9979783188727138,0.9110798843713126,59076,495,25,404,0.014983333333333333,82.5,4.166666666666667,2995.0,499.16666666666663,D2_Online_Fraud,XGB,XGBoost,100,1
0.01,0.9816333333333334,0.27581612258494337,0.965034965034965,0.42901554404145076,0.510780362089713,0.9979783188727138,0.9110798843713126,58484,1087,15,414,0.025016666666666666,181.16666666666666,2.5,8587.0,1431.1666666666667,D2_Online_Fraud,XGB,XGBoost,500,1
0.83,0.9962333333333333,0.6848816029143898,0.8764568764568764,0.7689161554192229,0.7729821882902275,0.997105019615973,0.8947749462008046,59398,173,53,376,0.00915,28.833333333333332,8.833333333333332,703.0,117.16666666666667,D2_Online_Fraud,XGB_spw,XGBoost scale_pos_weight,10,1
0.44,0.98995,0.41122448979591836,0.9393939393939394,0.5720369056068133,0.6179879792672124,0.997105019615973,0.8947749462008046,58994,577,26,403,0.01633333333333333,96.16666666666667,4.333333333333333,1877.0,312.83333333333337,D2_Online_Fraud,XGB_spw,XGBoost scale_pos_weight,50,1
0.44,0.98995,0.41122448979591836,0.9393939393939394,0.5720369056068133,0.6179879792672124,0.997105019615973,0.8947749462008046,58994,577,26,403,0.01633333333333333,96.16666666666667,4.333333333333333,3177.0,529.5,D2_Online_Fraud,XGB_spw,XGBoost scale_pos_weight,100,1
0.11,0.9682666666666667,0.18115002161694768,0.9766899766899767,0.3056163384390955,0.41352645707469254,0.997105019615973,0.8947749462008046,57677,1894,10,419,0.03855,315.6666666666667,1.6666666666666665,6894.0,1149.0,D2_Online_Fraud,XGB_spw,XGBoost scale_pos_weight,500,1
0.36,0.9949833333333333,0.608843537414966,0.8344988344988346,0.704031465093412,0.7104476512052327,0.9940599176888647,0.8292015143322358,59341,230,71,358,0.0098,38.33333333333333,11.833333333333334,940.0,156.66666666666666,D2_Online_Fraud,XGB_SMOTE,XGBoost + SMOTE,10,1
0.11,0.9854,0.31902834008097164,0.9184149184149184,0.4735576923076923,0.5366170675833052,0.9940599176888647,0.8292015143322358,58730,841,35,394,0.020583333333333332,140.16666666666666,5.833333333333334,2591.0,431.8333333333333,D2_Online_Fraud,XGB_SMOTE,XGBoost + SMOTE,50,1
0.07,0.9776166666666667,0.2367511520737327,0.958041958041958,0.37967667436489605,0.47038550873510626,0.9940599176888647,0.8292015143322358,58246,1325,18,411,0.028933333333333332,220.83333333333334,2.9999999999999996,3125.0,520.8333333333334,D2_Online_Fraud,XGB_SMOTE,XGBoost + SMOTE,100,1
0.04,0.9572166666666667,0.14055144586415602,0.9743589743589743,0.24566558918601233,0.36157610568502346,0.9940599176888647,0.8292015143322358,57015,2556,11,418,0.04956666666666667,426.0,1.8333333333333333,8056.0,1342.6666666666667,D2_Online_Fraud,XGB_SMOTE,XGBoost + SMOTE,500,1
0.43,0.9946666666666667,0.5889070146818923,0.8414918414918415,0.6928982725527831,0.7015059055013804,0.9923319254033864,0.830760741137082,59319,252,68,361,0.010216666666666667,42.0,11.333333333333334,932.0,155.33333333333334,D2_Online_Fraud,XGB_ADASYN,XGBoost + ADASYN,10,1
0.15,0.9827166666666667,0.28285714285714286,0.9230769230769231,0.4330235101148168,0.505787843024694,0.9923319254033864,0.830760741137082,58567,1004,33,396,0.023333333333333334,167.33333333333331,5.5,2654.0,442.3333333333333,D2_Online_Fraud,XGB_ADASYN,XGBoost + ADASYN,50,1
0.1,0.9729333333333333,0.20317933432687532,0.9533799533799534,0.33497133497133497,0.43349370100439527,0.9923319254033864,0.830760741137082,57967,1604,20,409,0.03355,267.33333333333337,3.333333333333333,3604.0,600.6666666666666,D2_Online_Fraud,XGB_ADASYN,XGBoost + ADASYN,100,1
0.04,0.9228666666666666,0.08384539147670961,0.986013986013986,0.154548776032152,0.27580453744774275,0.9923319254033864,0.830760741137082,54949,4622,6,423,0.08408333333333333,770.3333333333333,1.0,7622.0,1270.3333333333333,D2_Online_Fraud,XGB_ADASYN,XGBoost + ADASYN,500,1
0.35,0.9967333333333334,0.714548802946593,0.9044289044289044,0.7983539094650206,0.8023574661586567,0.9981028690803582,0.9226575301297775,59416,155,41,388,0.00905,25.833333333333332,6.833333333333333,565.0,94.16666666666667,D2_Online_Fraud,LightGBM,LightGBM balanced,10,1
0.03,0.99025,0.42024539877300615,0.958041958041958,0.5842217484008528,0.6311287776306518,0.9981028690803582,0.9226575301297775,59004,567,18,411,0.0163,94.5,2.9999999999999996,1467.0,244.5,D2_Online_Fraud,LightGBM,LightGBM balanced,50,1
0.03,0.99025,0.42024539877300615,0.958041958041958,0.5842217484008528,0.6311287776306518,0.9981028690803582,0.9226575301297775,59004,567,18,411,0.0163,94.5,2.9999999999999996,2367.0,394.5,D2_Online_Fraud,LightGBM,LightGBM balanced,100,1
0.01,0.9840166666666667,0.3054331864904552,0.9696969696969697,0.46454494695700727,0.5395515098119895,0.9981028690803582,0.9226575301297775,58625,946,13,416,0.0227,157.66666666666666,2.1666666666666665,7446.0,1241.0,D2_Online_Fraud,LightGBM,LightGBM balanced,500,1
0.78,0.9930166666666667,0.5064432989690721,0.916083916083916,0.6522821576763486,0.6783329116812411,0.9963752485281419,0.8571049428706979,59188,383,36,393,0.012933333333333333,63.833333333333336,5.999999999999999,743.0,123.83333333333333,D2_Online_Fraud,CatBoost,CatBoost balanced,10,1
0.5,0.9869166666666667,0.34786324786324785,0.9487179487179487,0.5090681676047529,0.5702794028329576,0.9963752485281419,0.8571049428706979,58808,763,22,407,0.0195,127.16666666666666,3.6666666666666665,1863.0,310.5,D2_Online_Fraud,CatBoost,CatBoost balanced,50,1
0.5,0.9869166666666667,0.34786324786324785,0.9487179487179487,0.5090681676047529,0.5702794028329576,0.9963752485281419,0.8571049428706979,58808,763,22,407,0.0195,127.16666666666666,3.6666666666666665,2963.0,493.83333333333337,D2_Online_Fraud,CatBoost,CatBoost balanced,100,1
0.26,0.97435,0.21391752577319587,0.9673659673659674,0.3503588011819333,0.44859025939594915,0.9963752485281419,0.8571049428706979,58046,1525,14,415,0.03233333333333333,254.16666666666669,2.3333333333333335,8525.0,1420.8333333333335,D2_Online_Fraud,CatBoost,CatBoost balanced,500,1
0.22,0.9909666666666667,0.38054968287526425,0.4195804195804196,0.3991130820399113,0.39505055498568326,0.8372542192605648,0.19417853541995872,59278,293,249,180,0.007883333333333332,48.833333333333336,41.5,2783.0,463.8333333333333,D2_Online_Fraud,MLP_Focal,MLP + Focal Loss,10,1
0.15,0.9427166666666666,0.07053112507138778,0.5757575757575758,0.12566776901551768,0.18728657035169366,0.8372542192605648,0.19417853541995872,56316,3255,182,247,0.058366666666666664,542.5,30.333333333333332,12355.0,2059.1666666666665,D2_Online_Fraud,MLP_Focal,MLP + Focal Loss,50,1
0.15,0.9427166666666666,0.07053112507138778,0.5757575757575758,0.12566776901551768,0.18728657035169366,0.8372542192605648,0.19417853541995872,56316,3255,182,247,0.058366666666666664,542.5,30.333333333333332,21455.0,3575.833333333333,D2_Online_Fraud,MLP_Focal,MLP + Focal Loss,100,1
0.08,0.4202666666666667,0.010933006861600661,0.8951048951048951,0.021602160216021602,0.05335057282560389,0.8372542192605648,0.19417853541995872,24832,34739,45,384,0.5853833333333334,5789.833333333333,7.5,57239.0,9539.833333333332,D2_Online_Fraud,MLP_Focal,MLP + Focal Loss,500,1
0.09,0.9895833333333334,0.3055555555555556,0.358974358974359,0.33011789924973206,0.3259743645179177,0.8256829258491141,0.1790337563536135,59221,350,275,154,0.0084,58.333333333333336,45.833333333333336,3100.0,516.6666666666666,D2_Online_Fraud,MLP_Focal_SMOTE,MLP + Focal + SMOTE,10,1
0.02,0.95605,0.08308157099697885,0.5128205128205128,0.14299642508937277,0.19364765895889388,0.8256829258491141,0.1790337563536135,57143,2428,209,220,0.04413333333333333,404.66666666666663,34.833333333333336,12878.0,2146.3333333333335,D2_Online_Fraud,MLP_Focal_SMOTE,MLP + Focal + SMOTE,50,1
0.02,0.95605,0.08308157099697885,0.5128205128205128,0.14299642508937277,0.19364765895889388,0.8256829258491141,0.1790337563536135,57143,2428,209,220,0.04413333333333333,404.66666666666663,34.833333333333336,23328.0,3888.0,D2_Online_Fraud,MLP_Focal_SMOTE,MLP + Focal + SMOTE,100,1
